x1,x2,x3,cluster
29.96532942469173,3.565384180128288,-20.215148192727074,0
-0.2466267724188807,-0.8224589357672641,-0.2408830358517611,1
-9.526673018028768,-5.449713848748011,20.35305909452993,2
-1.839452605534087,-0.7913547335190088,1.25812217797467,1
-9.695182378738275,-3.661507231433357,19.53292392643456,2
30.505001133938205,4.463026430538468,-20.550161708317333,0
11.703550019380565,0.1751759340506544,31.29816051153911,1
28.618906971065798,2.877228839730859,-20.742676736415056,0
-0.573800462794227,-0.4673656963657486,1.0133861717801576,1
-8.52239822402748,-4.7061260749228415,20.76867474673144,2
9.017414275204745,-0.5001802683706627,30.301996730856608,1
11.045198781441451,-0.0595157858260941,30.670598542576048,1
9.491998076205508,-1.2650774299249798,27.554149818056864,1
8.679956589678113,-0.0479516797974107,31.16991069119733,1
-11.363271510553483,-4.66808463037756,21.41345037517486,2
12.43342213163728,-1.7047979766798242,29.314337908121484,1
10.827056676218334,-1.7007081999696134,30.33385356871657,1
0.2701162527722552,-1.4904862326586317,-0.0671840470000458,1
31.416309284059704,1.2711096132137785,-19.99791009036217,0
-1.506514631843329,-1.1805176070836956,-1.4947639164750206,1
10.540834435866811,-1.907722021862593,28.58079324906697,1
-1.842137874632338,0.7920092222066777,-2.2612263254520686,1
-8.958080097395651,-4.115061188363452,18.668807732893256,2
-10.63459076248827,-5.16312028081264,20.41577652546016,2
30.077214076684303,2.7775435296411195,-17.699973184648577,0
1.1863015820877318,0.9652684476991574,-0.4673870458322938,1
-0.2373550711604358,0.2208356970684156,0.183498512139371,1
-2.0786737036043856,2.279569339567843,0.6181346158373313,1
-0.1567238948790685,0.9263238589405882,-1.8478857975132936,1
-10.27430423151754,-5.066313550451424,19.375941262439188,2
10.943673434530538,-0.8426662980835158,30.95318097559364,1
-2.2859199792871845,0.2548794968689687,0.995926009410211,1
31.311333980626,1.7745292842414806,-20.772032070720133,0
8.962629499828456,0.001765821049795,31.73883687886009,1
0.5577744593945263,-0.2045730959448601,0.1878206996229248,1
